position|id|FullName|worth_BUSD|worthChange_MUSD|Industry|Company|n_age|gender|image
78|2776|VAGIT ALEKPEROV|16.4|0.0|Energy |oil|67|Male|https://specials-images.forbesimg.com/imageserve/5a80c400a7ea431690133cb7/416x416.jpg?background=000000&cropX1=481&cropX2=2139&cropY1=0&cropY2=1658
79|3093|JAMES RATCLIFFE|16.4|0.0|Manufacturing |chemicals|65|Male|https://specials-images.forbesimg.com/imageserve/5a815b254bbe6f2652f547e0/416x416.jpg?background=000000&cropX1=252&cropX2=2046&cropY1=814&cropY2=2608
80|4235|DONALD BREN|16.3|0.0|Real Estate |real estate|86|Male|https://specials-images.forbesimg.com/imageserve/57e575c94bbe6f24d1f891ce/416x416.jpg?background=000000&cropX1=126&cropX2=651&cropY1=31&cropY2=556
81|1292|IRIS FONTBONA|16.3|0.0|Metals & Mining |mining|75|Female|https://specials-images.forbesimg.com/imageserve/57e575c94bbe6f24d1f891ce/416x416.jpg?background=000000&cropX1=126&cropX2=651&cropY1=31&cropY2=556
82|8141|GENNADY TIMCHENKO|16.0|0.0|Energy |oil, gas|65|Male|https://specials-images.forbesimg.com/imageserve/5a80a596a7ea431690133b09/416x416.jpg?background=000000&cropX1=5&cropX2=2533&cropY1=460&cropY2=2990
83|6682|ABIGAIL JOHNSON|15.9|0.0|Finance and Investments |money management|56|Female|https:http://specials-images.forbesimg.com/imageserve/57e570c54bbe6f24d1f891b6/416x416.jpg?background=000000&cropX1=63&cropX2=615&cropY1=68&cropY2=621
84|8878|VLADIMIR POTANIN|15.9|0.0|Metals & Mining |metals|57|Male|https://specials-images.forbesimg.com/imageserve/5a80c98d31358e4955ad2cc0/416x416.jpg?background=000000&cropX1=75&cropX2=2250&cropY1=5&cropY2=2181
85|1640|LUKAS WALTON|15.9|0.0|Fashion & Retail |Walmart|31|Male|https://specials-images.forbesimg.com/imageserve/5a80c98d31358e4955ad2cc0/416x416.jpg?background=000000&cropX1=75&cropX2=2250&cropY1=5&cropY2=2181
86|4061|CHARLENE DE CARVALHO-HEINEKEN|15.8|0.0|Food and Beverage |Heineken|63|Unknown|https://specials-images.forbesimg.com/imageserve/5a7fd414a7ea4316901331b7/416x416.jpg?background=000000&cropX1=0&cropX2=3280&cropY1=887&cropY2=4168
87|8747|ZHANG ZHIDONG|15.6|0.0|Technology |internet media|46|Male|https://specials-images.forbesimg.com/imageserve/8c2c90c2667221740e4fe57cde754bf8/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=18&cropY2=762
88|2625|PETR KELLNER|15.5|0.0|Finance and Investments |banking|54|Unknown|https://specials-images.forbesimg.com/imageserve/4023ab5df9aad04f544e7dfde9031598/416x416.jpg?background=000000&cropX1=32&cropX2=723&cropY1=3&cropY2=694
89|2352|ANDREY MELNICHENKO|15.5|0.303|Energy |coal, fertilizers|46|Unknown|https://specials-images.forbesimg.com/imageserve/5a809da44bbe6f2652f53def/416x416.jpg?background=000000&cropX1=651&cropX2=3302&cropY1=6&cropY2=2656
90|6060|DAVID & SIMON REUBEN|15.5|0.0|Real Estate |investments, real estate|999|Male|https://specials-images.forbesimg.com/imageserve/58ee56d9a7ea437ada262e00/416x416.jpg?background=000000&cropX1=253&cropX2=1732&cropY1=64&cropY2=1543
91|8551|KLAUS-MICHAEL KUEHNE|15.3|0.0|Logistics |shipping|81|Male|https://specials-images.forbesimg.com/imageserve/5a7e288b31358e4955ad1159/416x416.jpg?background=000000&cropX1=2640&cropX2=4000&cropY1=400&cropY2=1760
92|5574|LI SHUFU|15.3|0.0|Automotive |automobiles|55|Male|https://specials-images.forbesimg.com/imageserve/5a7ccad231358e4955acf931/416x416.jpg?background=000000&cropX1=488&cropX2=1703&cropY1=161&cropY2=1377
93|8996|MIKHAIL FRIDMAN|15.1|0.001|Energy |oil, banking, telecom|54|Unknown|https://specials-images.forbesimg.com/imageserve/5a80ac47a7ea431690133b64/416x416.jpg?background=000000&cropX1=534&cropX2=3793&cropY1=7&cropY2=3263
94|9866|RUPERT MURDOCH|15.0|0.0|Media & Entertainment |newspapers, TV network|87|Male|https://specials-images.forbesimg.com/imageserve/5a8d934d4bbe6f2652f61c74/416x416.jpg?background=000000&cropX1=0&cropX2=1559&cropY1=81&cropY2=1639
95|4673|DHANIN CHEARAVANONT|14.9|-0.001|Diversified |diversified|79|Male|https://specials-images.forbesimg.com/imageserve/58accecd4bbe6f0e55874019/416x416.jpg?background=000000&cropX1=61&cropX2=684&cropY1=226&cropY2=850
96|7666|ROBERT KUOK|14.8|0.0|Diversified |palm oil, shipping, property|94|Male|https://specials-images.forbesimg.com/imageserve/4f21e64d970512f81a766649fb072f0d/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=2&cropY2=743
97|1849|EMMANUEL BESNIER|14.7|0.001|Food and Beverage |cheese|47|Unknown|https://specials-images.forbesimg.com/imageserve/4f21e64d970512f81a766649fb072f0d/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=2&cropY2=743
98|7947|SHIV NADAR|14.6|0.0|Technology |software services|72|Unknown|https://specials-images.forbesimg.com/imageserve/37d84982997cb979720fb6f28fa88067/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=111&cropY2=855
99|4425|VIKTOR VEKSELBERG|14.4|0.047|Energy |metals, energy|61|Male|https://specials-images.forbesimg.com/imageserve/5a80c89231358e4955ad2ca8/416x416.jpg?background=000000&cropX1=752&cropX2=3164&cropY1=5&cropY2=2416
100|1252|ALIKO DANGOTE|14.1|0.001|Manufacturing |cement, sugar, flour|61|Male|https://specials-images.forbesimg.com/imageserve/5a7fd828a7ea43169013322e/416x416.jpg?background=000000&cropX1=240&cropX2=2897&cropY1=11&cropY2=2667
101|9115|HAROLD HAMM|14.1|0.0|Energy |oil & gas|72|Male|https://specials-images.forbesimg.com/imageserve/59d563d8a7ea436b47b371d7/416x416.jpg?background=000000&cropX1=1310&cropX2=2937&cropY1=960&cropY2=2589
102|5243|STEVE COHEN|14.0|0.0|Finance and Investments |hedge funds|62|Unknown|https://specials-images.forbesimg.com/imageserve/5a8d946e4bbe6f2652f61ca6/416x416.jpg?background=000000&cropX1=743&cropX2=3320&cropY1=91&cropY2=2667
103|1542|DUSTIN MOSKOVITZ|14.0|0.0|Technology |Facebook|34|Male|https://specials-images.forbesimg.com/imageserve/5a8d9076a7ea43169014020b/416x416.jpg?background=000000&cropX1=1208&cropX2=3374&cropY1=81&cropY2=2246
104|4265|MARCEL HERRMANN TELLES|14.0|-546.845|Food and Beverage |beer|68|Unknown|https://specials-images.forbesimg.com/imageserve/5a7b8dd54bbe6f2652f4f0fa/416x416.jpg?background=000000&cropX1=6&cropX2=1812&cropY1=862&cropY2=2667
105|6795|REINHOLD WUERTH|13.6|0.0|Manufacturing |fasteners|83|Male|https://specials-images.forbesimg.com/imageserve/5a7e391a4bbe6f2652f528b8/416x416.jpg?background=000000&cropX1=562&cropX2=2916&cropY1=10&cropY2=2362
106|1472|CHARLES ERGEN|13.4|-0.013000000000000001|Media & Entertainment |satellite TV|65|Male|https://specials-images.forbesimg.com/imageserve/59d55b4331358e542c035479/416x416.jpg?background=000000&cropX1=1400&cropX2=3175&cropY1=55&cropY2=1832
107|7892|ERIC SCHMIDT|13.4|-0.001|Technology |Google|63|Unknown|https://specials-images.forbesimg.com/imageserve/58c19b99a7ea431f321ad8d9/416x416.jpg?background=000000&cropX1=90&cropX2=631&cropY1=47&cropY2=588
108|5019|PHILIP ANSCHUTZ|13.0|0.0|Finance and Investments |investments|78|Male|https://specials-images.forbesimg.com/imageserve/58c1d4a4a7ea431f321add5b/416x416.jpg?background=000000&cropX1=23&cropX2=732&cropY1=37&cropY2=746
109|7828|JIM KENNEDY|13.0|0.0|Media & Entertainment |media|70|Unknown|https://specials-images.forbesimg.com/imageserve/59d5622d31358e542c0354a1/416x416.jpg?background=000000&cropX1=4433&cropX2=5352&cropY1=2354&cropY2=3272
110|1886|BLAIR PARRY-OKEDEN|13.0|0.0|Media & Entertainment |media|68|Female|https://specials-images.forbesimg.com/imageserve/59d5622d31358e542c0354a1/416x416.jpg?background=000000&cropX1=4433&cropX2=5352&cropY1=2354&cropY2=3272
111|4784|ALAIN WERTHEIMER|13.0|0.0|Fashion & Retail |Chanel|69|Male|https://specials-images.forbesimg.com/imageserve/5a7de73f31358e4955ad0986/416x416.jpg?background=000000&cropX1=11&cropX2=1445&cropY1=0&cropY2=1434
112|7770|GERARD WERTHEIMER|13.0|0.0|Fashion & Retail |Chanel|67|Male|https://specials-images.forbesimg.com/imageserve/5a7df0a7a7ea431690131ba8/416x416.jpg?background=000000&cropX1=5&cropX2=2632&cropY1=235&cropY2=2861
113|6524|LEONARD LAUDER|12.9|0.0|Fashion & Retail |Estee Lauder|81|Male|https://specials-images.forbesimg.com/imageserve/59d57d2631358e542c035675/416x416.jpg?background=000000&cropX1=0&cropX2=3457&cropY1=258&cropY2=3713
114|8201|HEINZ HERMANN THIELE|12.9|0.0|Construction & Engineering |brakes|77|Male|https://specials-images.forbesimg.com/imageserve/56c7ceace4b062f6b59a2407/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=131&cropY2=874
115|1924|DILIP SHANGHVI|12.8|0.0|Healthcare |pharmaceuticals|62|Male|https://specials-images.forbesimg.com/imageserve/59cbfe1aa7ea434a34f46ad9/416x416.jpg?background=000000&cropX1=731&cropX2=3388&cropY1=11&cropY2=2667
116|3317|HASSO PLATTNER|12.7|0.0|Technology |software|74|Male|https://specials-images.forbesimg.com/imageserve/5a7e164e31358e4955ad1051/416x416.jpg?background=000000&cropX1=11&cropX2=2667&cropY1=23&cropY2=2680
117|1174|STEPHEN SCHWARZMAN|12.6|0.0|Finance and Investments |investments|71|Male|https://specials-images.forbesimg.com/imageserve/59d560a8a7ea436b47b37189/416x416.jpg?background=000000&cropX1=1295&cropX2=3190&cropY1=523&cropY2=2417
118|2144|LEI JUN|12.5|-0.001|Technology |smartphones|48|Unknown|https://specials-images.forbesimg.com/imageserve/5a7cc5bda7ea4316901308f6/416x416.jpg?background=000000&cropX1=15&cropX2=2220&cropY1=44&cropY2=2248
119|2302|HANS RAUSING|12.5|0.0|Manufacturing |packaging|92|Male|https://specials-images.forbesimg.com/imageserve/58a287e831358e1a35ab5409/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=73&cropY2=816
120|5178|ALISHER USMANOV|12.5|0.0|Metals & Mining |steel, telecom, investments|64|Male|https://specials-images.forbesimg.com/imageserve/5a8090a631358e4955ad29b0/416x416.jpg?background=000000&cropX1=1520&cropX2=3943&cropY1=269&cropY2=2692
121|2287|DONALD NEWHOUSE|12.3|0.001|Media & Entertainment |media|88|Male|https://specials-images.forbesimg.com/imageserve/5a8d9b9ca7ea431690140421/416x416.jpg?background=000000&cropX1=466&cropX2=2788&cropY1=140&cropY2=2464
122|7661|PETER WOO|12.2|-0.001|Real Estate |real estate|71|Male|https://specials-images.forbesimg.com/imageserve/5877bbb84bbe6f1f20eace2a/416x416.jpg?background=000000&cropX1=55&cropX2=652&cropY1=87&cropY2=685
123|1497|LUIS CARLOS SARMIENTO|12.1|-0.001|Finance and Investments |banking|85|Male|https://specials-images.forbesimg.com/imageserve/5a7dcba04bbe6f2652f51b84/416x416.jpg?background=000000&cropX1=182&cropX2=1680&cropY1=87&cropY2=1584
124|6955|ROBIN LI|12.0|0.0|Technology |internet search|49|Male|https://specials-images.forbesimg.com/imageserve/5a7ceb4f4bbe6f2652f5106b/416x416.jpg?background=000000&cropX1=2954&cropX2=5159&cropY1=238&cropY2=2442
125|3157|CARLOS ALBERTO SICUPIRA|12.0|-546.845|Food and Beverage |beer|70|Male|https://specials-images.forbesimg.com/imageserve/5a8ddcfd4bbe6f2652f6287e/416x416.jpg?background=000000&cropX1=124&cropX2=661&cropY1=0&cropY2=537
126|1869|SEO JUNG-JIN|11.9|0.0|Healthcare |biotech|60|Male|https://specials-images.forbesimg.com/imageserve/553925b5e4b0bacdbd748e16/416x416.jpg?background=000000&cropX1=61&cropX2=628&cropY1=87&cropY2=654
127|2307|KUMAR BIRLA|11.8|0.0|Diversified |commodities|51|Male|https://specials-images.forbesimg.com/imageserve/56ca6247e4b062f6b59a2f96/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=280&cropY2=1024
128|2722|ALEXANDER OTTO|11.8|0.0|Real Estate |real estate|50|Unknown|https://specials-images.forbesimg.com/imageserve/5a7e04f431358e4955ad0c06/416x416.jpg?background=000000&cropX1=126&cropX2=900&cropY1=176&cropY2=950
129|4935|STEFANO PESSINA|11.8|-4.27|Fashion & Retail |drugstores|77|Male|https://specials-images.forbesimg.com/imageserve/5a7fa0904bbe6f2652f53414/416x416.jpg?background=000000&cropX1=954&cropX2=3605&cropY1=6&cropY2=2656
130|7458|UDO & HARALD TSCHIRA|11.7|0.0|Technology |software|999|Male|https://specials-images.forbesimg.com/imageserve/5a7fa0904bbe6f2652f53414/416x416.jpg?background=000000&cropX1=954&cropX2=3605&cropY1=6&cropY2=2656
131|5320|WANG WENYIN|11.7|0.0|Metals & Mining |mining, copper products|50|Unknown|https://specials-images.forbesimg.com/imageserve/cf65372d0041b89469dfc064d15d21ca/416x416.jpg?background=000000&cropX1=6&cropX2=595&cropY1=433&cropY2=1023
132|2942|ANDREW BEAL|11.6|0.0|Finance and Investments |banks, real estate|65|Male|https://specials-images.forbesimg.com/imageserve/572275fc31358e1869e2bbb5/416x416.jpg?background=000000&cropX1=23&cropX2=651&cropY1=24&cropY2=652
133|4877|LEE MAN TAT|11.6|0.0|Food and Beverage |Oyster sauce, real estate|88|Male|https://specials-images.forbesimg.com/imageserve/56898008e4b0ffa7afe8a698/416x416.jpg?background=000000&cropX1=237&cropX2=535&cropY1=235&cropY2=533
134|4711|JOHN MENARD, JR.|11.5|0.0|Fashion & Retail |home improvement stores|78|Unknown|https://specials-images.forbesimg.com/imageserve/59d57d8d31358e542c03569c/416x416.jpg?background=000000&cropX1=210&cropX2=2245&cropY1=360&cropY2=2394
135|1785|XU SHIHUI|11.3|0.0|Food and Beverage |snacks, beverages|60|Unknown|https://specials-images.forbesimg.com/imageserve/5a05f0a14bbe6f37dda22921/416x416.jpg?background=000000&cropX1=9&cropX2=4009&cropY1=480&cropY2=4484
136|9297|ZHOU HONGYI|11.3|0.0|Technology |security software|47|Male|https://specials-images.forbesimg.com/imageserve/936450a91a016db56ea72c10985090a2/416x416.jpg?background=000000&cropX1=8&cropX2=733&cropY1=18&cropY2=743
137|4224|GONG HONGJIA|11.2|0.0|Finance and Investments |video surveillance|53|Male|https://specials-images.forbesimg.com/imageserve/5a7e6a88a7ea43169013252c/416x416.jpg?background=000000&cropX1=1000&cropX2=4170&cropY1=0&cropY2=3167
138|1974|MICHAEL OTTO|11.0|0.0|Fashion & Retail |retail, real estate|75|Male|https://specials-images.forbesimg.com/imageserve/5a7e2e6fa7ea431690132380/416x416.jpg?background=000000&cropX1=362&cropX2=3144&cropY1=8&cropY2=2792
139|2087|DAVID TEPPER|11.0|0.0|Finance and Investments |hedge funds|60|Male|https://specials-images.forbesimg.com/imageserve/5ac95a864bbe6f2310f1e063/416x416.jpg?background=000000&cropX1=407&cropX2=2023&cropY1=9&cropY2=1624
140|3297|ROMAN ABRAMOVICH|10.8|0.013000000000000001|Diversified |steel, investments|51|Unknown|https://specials-images.forbesimg.com/imageserve/5a80b0cc4bbe6f2652f53f7a/416x416.jpg?background=000000&cropX1=0&cropX2=1368&cropY1=115&cropY2=1484
141|7515|LIU QIANGDONG|10.8|0.0|Technology |e-commerce|43|Male|https://specials-images.forbesimg.com/imageserve/5a7cdab84bbe6f2652f50e19/416x416.jpg?background=000000&cropX1=294&cropX2=1518&cropY1=234&cropY2=1458
142|3572|ROBERT & PHILIP NG|10.8|0.0|Real Estate |real estate|999|Male|https://specials-images.forbesimg.com/imageserve/a9e3c27c6a67d9b561db2559f1c08ecd/416x416.jpg?background=000000&cropX1=93&cropX2=684&cropY1=2&cropY2=593
143|4684|ALBERTO BAILLERES GONZALEZ|10.7|-67.973|Metals & Mining |mining|86|Male|https://specials-images.forbesimg.com/imageserve/56cbb0e5e4b062f6b59a430a/416x416.jpg?background=000000&cropX1=55&cropX2=1531&cropY1=3&cropY2=1480
144|7321|UDAY KOTAK|10.7|0.0|Finance and Investments |banking|59|Male|https://specials-images.forbesimg.com/imageserve/59d3d4884bbe6f37dd9fe8da/416x416.jpg?background=000000&cropX1=589&cropX2=1817&cropY1=651&cropY2=1879
145|7672|PIERRE OMIDYAR|10.5|0.0|Technology |eBay|51|Unknown|https://specials-images.forbesimg.com/imageserve/59d57e6f4bbe6f37dda002ba/416x416.jpg?background=000000&cropX1=123&cropX2=1302&cropY1=83&cropY2=1263
146|3118|WALTER P.J. DROEGE|10.3|0.0|Service |consulting|65|Male|https://specials-images.forbesimg.com/imageserve/5a7e5bb64bbe6f2652f529e8/416x416.jpg?background=000000&cropX1=241&cropX2=1792&cropY1=107&cropY2=1659
147|1765|DIETMAR HOPP|10.2|0.0|Technology |software|78|Male|https://specials-images.forbesimg.com/imageserve/5a7e0f4f31358e4955ad0e71/416x416.jpg?background=000000&cropX1=792&cropX2=2556&cropY1=9&cropY2=1772
148|9976|GRAEME HART|10.1|0.0|Finance and Investments |investments|63|Male|https://specials-images.forbesimg.com/imageserve/5a7fd7a4a7ea431690133227/416x416.jpg?background=000000&cropX1=846&cropX2=3184&cropY1=0&cropY2=2336
149|4945|EDUARDO SAVERIN|10.1|0.0|Technology |Facebook|36|Male|https://specials-images.forbesimg.com/imageserve/5a7b7de3a7ea43169012ee98/416x416.jpg?background=000000&cropX1=15&cropX2=2537&cropY1=10&cropY2=2534
150|1386|YAN ZHI|10.1|-0.001|Real Estate |real estate|45|Male|https://specials-images.forbesimg.com/imageserve/5a7d188a31358e4955acfd79/416x416.jpg?background=000000&cropX1=295&cropX2=1493&cropY1=40&cropY2=1239
151|5264|RADHAKISHAN DAMANI|10.0|0.0|Finance and Investments |investments, retail|63|Male|https://specials-images.forbesimg.com/imageserve/59d3d5c431358e542c0344ae/416x416.jpg?background=000000&cropX1=765&cropX2=2549&cropY1=102&cropY2=1887
152|4546|GERMAN KHAN|9.8|0.001|Energy |oil, banking, telecom|56|Male|https://specials-images.forbesimg.com/imageserve/5a80a6e631358e4955ad2b1b/416x416.jpg?background=000000&cropX1=434&cropX2=3217&cropY1=0&cropY2=2785
153|8908|RONALD PERELMAN|9.8|0.001|Finance and Investments |leveraged buyouts|75|Male|https://specials-images.forbesimg.com/imageserve/5a8d9bdd31358e4955adf34f/416x416.jpg?background=000000&cropX1=1575&cropX2=3420&cropY1=244&cropY2=2088
154|9577|GAUTAM ADANI|9.7|0.0|Diversified |commodities, ports|56|Male|https://specials-images.forbesimg.com/imageserve/5a8d9bdd31358e4955adf34f/416x416.jpg?background=000000&cropX1=1575&cropX2=3420&cropY1=244&cropY2=2088
155|6374|MICKY ARISON|9.7|0.0|Service |Carnival Cruises|68|Male|https://specials-images.forbesimg.com/imageserve/59d57f6431358e542c0356b3/416x416.jpg?background=000000&cropX1=177&cropX2=1060&cropY1=178&cropY2=1062
156|7591|PAN ZHENGMIN|9.7|0.0|Technology |electronics|48|Unknown|https://specials-images.forbesimg.com/imageserve/58dbb68531358e58f079d9b2/416x416.jpg?background=000000&cropX1=51&cropX2=956&cropY1=3&cropY2=908
157|5401|JOSEPH TSAI|9.7|0.001|Technology |e-commerce|54|Male|https://specials-images.forbesimg.com/imageserve/5a7baec2a7ea43169012f277/416x416.jpg?background=000000&cropX1=1331&cropX2=3994&cropY1=6&cropY2=2667
158|3327|THOMAS FRIST, JR.|9.6|0.0|Healthcare |health care|79|Male|https://specials-images.forbesimg.com/imageserve/ee825ff539047091cda533423b10d65b/416x416.jpg?background=000000&cropX1=16&cropX2=947&cropY1=153&cropY2=1084
159|8850|MIKHAIL PROKHOROV|9.6|3.946|Finance and Investments |investments|53|Male|https://specials-images.forbesimg.com/imageserve/5a80acf9a7ea431690133b88/416x416.jpg?background=000000&cropX1=698&cropX2=4047&cropY1=0&cropY2=3348
160|7931|GALEN WESTON|9.5|0.001|Fashion & Retail |retail|77|Male|https://specials-images.forbesimg.com/imageserve/5a7baa3431358e4955ace128/416x416.jpg?background=000000&cropX1=9&cropX2=1416&cropY1=157&cropY2=1563
161|1460|ZONG QINGHOU|9.5|0.0|Food and Beverage |beverages|72|Unknown|https://specials-images.forbesimg.com/imageserve/5a7d2b4da7ea431690130f47/416x416.jpg?background=000000&cropX1=1007&cropX2=2584&cropY1=236&cropY2=1812
162|5463|EYAL OFER|9.4|9.15|Diversified |real estate, shipping|68|Male|https://specials-images.forbesimg.com/imageserve/56d45a75e4b0c144a7f67b14/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=2&cropY2=746
163|4467|CHARLES SCHWAB|9.4|0.002|Finance and Investments |discount brokerage|80|Male|https://specials-images.forbesimg.com/imageserve/56d0bfd2e4b0c144a7f65b42/416x416.jpg?background=000000&cropX1=129&cropX2=615&cropY1=42&cropY2=529
164|4493|GIANLUIGI & RAFAELA APONTE|9.3|0.0|Logistics |Shipping|77|Unknown|https://specials-images.forbesimg.com/imageserve/5a8125d531358e4955ad310c/416x416.jpg?background=000000&cropX1=171&cropX2=1996&cropY1=176&cropY2=2002
165|3165|HERBERT KOHLER, JR.|9.3|0.0|Manufacturing |plumbing fixtures|79|Male|https://specials-images.forbesimg.com/imageserve/5a8d9d094bbe6f2652f61ee8/416x416.jpg?background=000000&cropX1=1346&cropX2=2096&cropY1=94&cropY2=844
166|7787|VIKTOR RASHNIKOV|9.3|0.0|Manufacturing |steel|69|Male|https://specials-images.forbesimg.com/imageserve/5a80c83e31358e4955ad2c99/416x416.jpg?background=000000&cropX1=392&cropX2=2225&cropY1=0&cropY2=1832
167|6910|HARRY TRIGUBOFF|9.2|0.0|Real Estate |real estate|85|Unknown|https://specials-images.forbesimg.com/imageserve/5a7a54bc31358e4955acc87f/416x416.jpg?background=000000&cropX1=365&cropX2=1334&cropY1=68&cropY2=1036
168|3465|AUGUST VON FINCK|9.2|0.0|Finance and Investments |investments|88|Unknown|https://specials-images.forbesimg.com/imageserve/58a1c68131358e1a35ab40c2/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=27&cropY2=770
169|2760|YAO ZHENHUA|9.2|0.0|Diversified |conglomerate|48|Unknown|https://specials-images.forbesimg.com/imageserve/5a05f1ffa7ea436b47b53301/416x416.jpg?background=000000&cropX1=687&cropX2=2229&cropY1=154&cropY2=1695
170|7212|JAN KOUM|9.1|0.0|Technology |WhatsApp|42|Unknown|https://specials-images.forbesimg.com/imageserve/801ec43bb68e10b5a7f598c40253255b/416x416.jpg?background=000000&cropX1=150&cropX2=594&cropY1=27&cropY2=472
171|8854|CYRUS POONAWALLA|9.1|0.0|Healthcare |vaccines|77|Male|https://specials-images.forbesimg.com/imageserve/5a7f180331358e4955ad1867/416x416.jpg?background=000000&cropX1=120&cropX2=1112&cropY1=128&cropY2=1120
172|9540|JAMES GOODNIGHT|9.0|0.0|Technology |software|75|Male|https://specials-images.forbesimg.com/imageserve/5949812c31358e63562e7d21/416x416.jpg?background=000000&cropX1=591&cropX2=1628&cropY1=73&cropY2=1110
173|8707|KEN GRIFFIN|9.0|0.0|Finance and Investments |hedge funds|49|Male|https://specials-images.forbesimg.com/imageserve/59d5806f31358e542c0356b8/416x416.jpg?background=000000&cropX1=2370&cropX2=4230&cropY1=156&cropY2=2014
174|3716|GIORGIO ARMANI|8.9|0.0|Fashion & Retail |luxury goods|83|Male|https://specials-images.forbesimg.com/imageserve/59d5806f31358e542c0356b8/416x416.jpg?background=000000&cropX1=2370&cropX2=4230&cropY1=156&cropY2=2014
175|5388|ERNESTO BERTARELLI|8.9|0.0|Healthcare |biotech, investments|52|Male|https://specials-images.forbesimg.com/imageserve/5a8124d84bbe6f2652f5461a/416x416.jpg?background=000000&cropX1=0&cropX2=1041&cropY1=18&cropY2=1059
176|7243|SAVITRI JINDAL|8.8|0.0|Metals & Mining |steel|68|Female|https://specials-images.forbesimg.com/imageserve/5a7f4d994bbe6f2652f530c4/416x416.jpg?background=000000&cropX1=0&cropX2=582&cropY1=49&cropY2=631
