position|id|FullName|worth_BUSD|worthChange_MUSD|Industry|Company|n_age|gender|image
1284|8083|SAIF AL GHURAIR|1.9|5.485|Diversified |diversified|94|Male|https://specials-images.forbesimg.com/imageserve/5b907c1f479b257341b58dc6bcfca523/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=3&cropY2=744
1285|4280|SYED MOKHTAR ALBUKHARY|1.9|0.001|Diversified |engineering, energy, construction|66|Male|https://specials-images.forbesimg.com/imageserve/34ecc96674c89b47c3c26a4fd3c61898/416x416.jpg?background=000000&cropX1=171&cropX2=569&cropY1=77&cropY2=475
1286|4234|MIRIAM BAUMANN-BLOCHER|1.9|0.0|Manufacturing |chemicals|43|Female|https://specials-images.forbesimg.com/imageserve/56cc2e6fe4b062f6b59a4fc4/416x416.jpg?background=000000&cropX1=176&cropX2=736&cropY1=122&cropY2=683
1287|7513|ALBERT BERNER|1.9|0.0|Manufacturing |fasteners|82|Unknown|https://specials-images.forbesimg.com/imageserve/f5c29e3cca4603520881dc6d5c9e2c6b/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=19&cropY2=762
1288|5453|THOMAS BRUCH|1.9|0.0|Fashion & Retail |retail|68|Male|https://specials-images.forbesimg.com/imageserve/1edeb6db1484069b9169eba6abaacea4/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=6&cropY2=746
1289|9427|CHANG YUN CHUNG|1.9|0.0|Logistics |shipping|99|Male|https://specials-images.forbesimg.com/imageserve/1edeb6db1484069b9169eba6abaacea4/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=6&cropY2=746
1290|3076|KIAT CHIARAVANONT|1.9|0.0|Diversified |diversified|999|Unknown|https://specials-images.forbesimg.com/imageserve/1edeb6db1484069b9169eba6abaacea4/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=6&cropY2=746
1291|3634|JEAN-PAUL AND MARTINE CLOZEL|1.9|0.0|Healthcare |pharmaceuticals|999|Unknown|https://specials-images.forbesimg.com/imageserve/5a812736a7ea4316901340c1/416x416.jpg?background=000000&cropX1=1951&cropX2=4163&cropY1=658&cropY2=2868
1292|6607|BENJAMIN DE ROTHSCHILD|1.9|0.0|Finance and Investments |banking|54|Male|https://specials-images.forbesimg.com/imageserve/5a8123ab4bbe6f2652f54614/416x416.jpg?background=000000&cropX1=484&cropX2=2473&cropY1=4&cropY2=1991
1293|6886|JAMES DINAN|1.9|0.0|Finance and Investments |hedge funds|59|Male|https://specials-images.forbesimg.com/imageserve/5a8eddbd4bbe6f2652f635d5/416x416.jpg?background=000000&cropX1=570&cropX2=2499&cropY1=167&cropY2=2096
1294|4868|CHARLES EDELSTENNE|1.9|0.0|Manufacturing |aviation|80|Male|https://specials-images.forbesimg.com/imageserve/5a7de9d14bbe6f2652f51fbf/416x416.jpg?background=000000&cropX1=139&cropX2=2043&cropY1=154&cropY2=2059
1295|4495|BERND FREIER|1.9|0.0|Fashion & Retail |fashion retail|61|Unknown|https://specials-images.forbesimg.com/imageserve/5a7e0cae31358e4955ad0dd1/416x416.jpg?background=000000&cropX1=763&cropX2=2623&cropY1=133&cropY2=1992
1296|1835|BILL GROSS|1.9|0.0|Finance and Investments |investments|74|Unknown|https://specials-images.forbesimg.com/imageserve/59dd8a2831358e542c0394b0/416x416.jpg?background=000000&cropX1=914&cropX2=3337&cropY1=246&cropY2=2667
1297|4172|JEFFREY GUNDLACH|1.9|0.0|Finance and Investments |investments|59|Male|https://specials-images.forbesimg.com/imageserve/5a8ede4c31358e4955ae08c9/416x416.jpg?background=000000&cropX1=595&cropX2=2930&cropY1=0&cropY2=2333
1298|3779|SUAT GUNSEL|1.9|0.0|Real Estate |real estate, education|65|Male|https://specials-images.forbesimg.com/imageserve/32ae3665d79edb059b0d655c2f4ac964/416x416.jpg?background=000000&cropX1=118&cropX2=664&cropY1=127&cropY2=673
1299|2133|SHMUEL HARLAP|1.9|0.0|Automotive |automotive|73|Male|https://specials-images.forbesimg.com/imageserve/5a90cc2ca7ea434a0c272532/416x416.jpg?background=000000&cropX1=27&cropX2=4254&cropY1=528&cropY2=4757
1300|4779|ROBERTO HERNANDEZ RAMIREZ|1.9|0.0|Finance and Investments |banking|76|Unknown|https://specials-images.forbesimg.com/imageserve/589fd4d24bbe6f0e55869079/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=18&cropY2=758
1301|1592|JOHANNES KAERCHER|1.9|0.0|Manufacturing |vacuums, cleaning products|67|Unknown|https://specials-images.forbesimg.com/imageserve/5a7e1a34a7ea43169013229e/416x416.jpg?background=000000&cropX1=172&cropX2=1445&cropY1=236&cropY2=1508
1302|7971|FRIEDRICH KNAPP|1.9|0.0|Fashion & Retail |fashion retail|67|Unknown|https://specials-images.forbesimg.com/imageserve/56c9ef04e4b062f6b59a2dc3/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=124&cropY2=868
1303|8736|LEE MYUNG-HEE|1.9|0.0|Fashion & Retail |retail|74|Female|https://specials-images.forbesimg.com/imageserve/87442ff77ee5bf1f18d8677002f9a2d4/416x416.jpg?background=000000&cropX1=24&cropX2=741&cropY1=10&cropY2=727
1304|8148|LEE SEO-HYUN|1.9|0.001|Diversified |computer services, tourism|44|Female|https://specials-images.forbesimg.com/imageserve/5b15ae9ba7ea436b547f6012/416x416.jpg?background=000000&cropX1=305&cropX2=1698&cropY1=225&cropY2=1619
1305|9709|LIANG JIANKUN|1.9|0.0|Metals & Mining |cobalt mining|56|Unknown|https://specials-images.forbesimg.com/imageserve/5b15ae9ba7ea436b547f6012/416x416.jpg?background=000000&cropX1=305&cropX2=1698&cropY1=225&cropY2=1619
1306|8628|LIAO LONG-SHING|1.9|0.0|Manufacturing |petrochemicals|65|Male|https://specials-images.forbesimg.com/imageserve/f4cb868a137553c6a43b596e943a94c4/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=5&cropY2=746
1307|2529|LIN SHU-HONG|1.9|0.0|Manufacturing |petrochemicals|89|Male|https://specials-images.forbesimg.com/imageserve/88d16c4c04348bd19f4607c4607e09f4/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=23&cropY2=766
1308|4833|YASSEEN MANSOUR|1.9|-0.268|Diversified |diversified|56|Unknown|https://specials-images.forbesimg.com/imageserve/e64883d7382b4c35f0fdba9c0e3bf35f/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=89&cropY2=833
1309|6128|DAVID NAHMAD|1.9|0.0|Fashion & Retail |art collection|71|Unknown|https://specials-images.forbesimg.com/imageserve/5a7fd08031358e4955ad2231/416x416.jpg?background=000000&cropX1=207&cropX2=1097&cropY1=68&cropY2=958
1310|8391|ALEXANDER NESIS|1.9|0.0|Finance and Investments |metals, banking, fertilizers|55|Male|https://specials-images.forbesimg.com/imageserve/5a808a4f31358e4955ad292e/416x416.jpg?background=000000&cropX1=615&cropX2=2844&cropY1=0&cropY2=2230
1311|7013|NANDAN NILEKANI|1.9|0.0|Technology |software services|63|Unknown|https://specials-images.forbesimg.com/imageserve/5a7f3c7c4bbe6f2652f52fab/416x416.jpg?background=000000&cropX1=741&cropX2=3175&cropY1=16&cropY2=2451
1312|9003|RANJAN PAI|1.9|0.0|Service |education|45|Male|https://specials-images.forbesimg.com/imageserve/57d88f80a7ea430a8a19de0f/416x416.jpg?background=000000&cropX1=23&cropX2=724&cropY1=106&cropY2=807
1313|2493|PARK HYEON-JOO|1.9|0.0|Finance and Investments |mutual funds|59|Unknown|https://specials-images.forbesimg.com/imageserve/5b15aa8ca7ea436b547f5ec9/416x416.jpg?background=000000&cropX1=144&cropX2=1750&cropY1=6&cropY2=1611
1314|3250|JENNIFER PRITZKER|1.9|0.0|Service |hotels, investments|67|Unknown|https:http://specials-images.forbesimg.com/imageserve/ddf023d2232062246fe213fe69078302/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=119&cropY2=863
1315|8253|QIU JIANPING|1.9|0.0|Manufacturing |hand tools|56|Male|https://specials-images.forbesimg.com/imageserve/5a7ce9e3a7ea431690130cc5/416x416.jpg?background=000000&cropX1=730&cropX2=3332&cropY1=231&cropY2=2832
1316|1641|MEGDET RAHIMKULOV|1.9|-0.7170000000000001|Finance and Investments |investments|72|Male|https://specials-images.forbesimg.com/imageserve/5a6f989b31358e4955abf236/416x416.jpg?background=000000&cropX1=84&cropX2=568&cropY1=256&cropY2=740
1317|9735|VITO RODRIGUEZ RODRIGUEZ|1.9|0.0|Diversified |processed milk|79|Male|https://specials-images.forbesimg.com/imageserve/5a6f989b31358e4955abf236/416x416.jpg?background=000000&cropX1=84&cropX2=568&cropY1=256&cropY2=740
1318|7667|STEPHEN RUBIN|1.9|307.971|Fashion & Retail |sports apparel|81|Unknown|https://specials-images.forbesimg.com/imageserve/56cc6ddbe4b062f6b59a516a/416x416.jpg?background=000000&cropX1=108&cropX2=739&cropY1=6&cropY2=638
1319|3877|REMO RUFFINI|1.9|0.0|Fashion & Retail |winter jackets|56|Male|https://specials-images.forbesimg.com/imageserve/5a7f9e944bbe6f2652f533e8/416x416.jpg?background=000000&cropX1=11&cropX2=2424&cropY1=0&cropY2=2414
1320|3311|ERIK SELIN|1.9|0.0|Real Estate |real estate|51|Unknown|https://specials-images.forbesimg.com/imageserve/5a7f9e944bbe6f2652f533e8/416x416.jpg?background=000000&cropX1=11&cropX2=2424&cropY1=0&cropY2=2414
1321|8790|PETER SONDAKH|1.9|0.0|Finance and Investments |investments|68|Unknown|https://specials-images.forbesimg.com/imageserve/5a7f6faba7ea431690132ced/416x416.jpg?background=000000&cropX1=1023&cropX2=2848&cropY1=410&cropY2=2235
1322|4571|ALAN N. TREFLER|1.9|0.0|Technology |software|62|Male|https://specials-images.forbesimg.com/imageserve/58d1900ba7ea431f321b87eb/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=103&cropY2=847
1323|3592|TSENG SHIN-YI|1.9|0.0|Manufacturing |petrochemicals|90|Male|https://specials-images.forbesimg.com/imageserve/56cc38e9e4b062f6b59a4ffa/416x416.jpg?background=000000&cropX1=3&cropX2=621&cropY1=5&cropY2=624
1324|2174|MASATERU UNO|1.9|0.0|Fashion & Retail |drugstores|71|Male|https://specials-images.forbesimg.com/imageserve/56cc38e9e4b062f6b59a4ffa/416x416.jpg?background=000000&cropX1=3&cropX2=621&cropY1=5&cropY2=624
1325|6557|WANG QINGTAO|1.9|0.0|Metals & Mining |steel smelting|56|Male|https://specials-images.forbesimg.com/imageserve/589de4a6a7ea431f3219329f/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=126&cropY2=870
1326|1296|EVAN WILLIAMS|1.9|0.0|Technology |Twitter|46|Male|https://specials-images.forbesimg.com/imageserve/55fb14dde4b0ffa7afe4b464/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=61&cropY2=805
1327|8132|GUSTAV MAGNAR WITZOE|1.9|0.0|Food and Beverage |fish farming|25|Male|https://specials-images.forbesimg.com/imageserve/55fb14dde4b0ffa7afe4b464/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=61&cropY2=805
1328|9492|HORST WORTMANN|1.9|0.0|Fashion & Retail |footwear|77|Male|https://specials-images.forbesimg.com/imageserve/5a7e182aa7ea431690132282/416x416.jpg?background=000000&cropX1=99&cropX2=859&cropY1=82&cropY2=841
1329|4013|XIAO YONGMING|1.9|0.001|Diversified |fertilizer|53|Male|https://specials-images.forbesimg.com/imageserve/5a7e182aa7ea431690132282/416x416.jpg?background=000000&cropX1=99&cropX2=859&cropY1=82&cropY2=841
1330|6726|XIE ZHIKUN|1.9|0.0|Finance and Investments |investments|57|Male|https://specials-images.forbesimg.com/imageserve/58135cee31358e2383163cfc/416x416.jpg?background=000000&cropX1=126&cropX2=677&cropY1=89&cropY2=640
1331|5360|XUE XIANGDONG|1.9|0.0|Technology |software|59|Male|https://specials-images.forbesimg.com/imageserve/5a7d1709a7ea431690130e31/416x416.jpg?background=000000&cropX1=645&cropX2=2738&cropY1=475&cropY2=2570
1332|5263|YUAN YAFEI|1.9|0.001|Fashion & Retail |retail, investments|54|Male|https://specials-images.forbesimg.com/imageserve/5a7d1d1a4bbe6f2652f5122c/416x416.jpg?background=000000&cropX1=10&cropX2=2400&cropY1=226&cropY2=2617
1333|1628|ROBIN ZENG|1.9|0.0|Energy |batteries|50|Male|https://specials-images.forbesimg.com/imageserve/5a7d1d1a4bbe6f2652f5122c/416x416.jpg?background=000000&cropX1=10&cropX2=2400&cropY1=226&cropY2=2617
1334|9838|ZHANG DAOCAI|1.9|0.0|Diversified |valves|68|Male|https://specials-images.forbesimg.com/imageserve/5a7d1d1a4bbe6f2652f5122c/416x416.jpg?background=000000&cropX1=10&cropX2=2400&cropY1=226&cropY2=2617
1335|6845|ZHANG XUANSONG|1.9|0.0|Fashion & Retail |supermarket|46|Male|https://specials-images.forbesimg.com/imageserve/5a875e204bbe6f2652f5cc36/416x416.jpg?background=000000&cropX1=115&cropX2=1725&cropY1=348&cropY2=1960
1336|5812|ZHENG YUEWEN|1.9|0.001|Diversified |investments|56|Male|https://specials-images.forbesimg.com/imageserve/56c68422e4b062f6b59a143c/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=31&cropY2=774
1337|8228|ZHOU XIAOGUANG|1.9|0.0|Real Estate |real estate|56|Unknown|https://specials-images.forbesimg.com/imageserve/f3003f57a1ce583755a240f1d66540ee/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=85&cropY2=826
1338|4114|SUSANNE ZIMMERMANN VON SIEFART |1.9|0.0|Manufacturing |vacuums, home cleaning products|61|Unknown|https://specials-images.forbesimg.com/imageserve/f3003f57a1ce583755a240f1d66540ee/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=85&cropY2=826
1339|8951|ARAS AGALAROV|1.8|0.0|Fashion & Retail |real estate|62|Unknown|https://specials-images.forbesimg.com/imageserve/5a809e0231358e4955ad2a87/416x416.jpg?background=000000&cropX1=1345&cropX2=4046&cropY1=12&cropY2=2714
1340|3505|MAURICE ALTER|1.8|0.0|Real Estate |real estate|93|Male|https://specials-images.forbesimg.com/imageserve/3a1cab8f76bd528ed69fa27d5456deba/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=8&cropY2=749
1341|1379|AN KANG|1.8|0.0|Healthcare |pharmaceuticals|69|Male|https://specials-images.forbesimg.com/imageserve/5a7bbd8831358e4955ace31a/416x416.jpg?background=000000&cropX1=377&cropX2=2396&cropY1=55&cropY2=2073
1342|4268|ALEX BEARD|1.8|-0.213|Metals & Mining |mining, commodities|50|Male|https://specials-images.forbesimg.com/imageserve/590b52ffa7ea437ada26ed34/416x416.jpg?background=000000&cropX1=0&cropX2=1632&cropY1=77&cropY2=1710
1343|6353|NICOLAS BERGGRUEN|1.8|0.0|Finance and Investments |investments|56|Male|https://specials-images.forbesimg.com/imageserve/57e344d04bbe6f24d1f87b3a/416x416.jpg?background=000000&cropX1=2&cropX2=720&cropY1=177&cropY2=896
1344|7120|VLADIMIR BOGDANOV|1.8|0.0|Energy |oil|67|Unknown|https://specials-images.forbesimg.com/imageserve/5a80c8dfa7ea431690133d0c/416x416.jpg?background=000000&cropX1=165&cropX2=1677&cropY1=423&cropY2=1936
1345|6192|JULIO BOZANO|1.8|0.0|Finance and Investments |banking|82|Unknown|https://specials-images.forbesimg.com/imageserve/7c49586f49000892959270e53710d139/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=31&cropY2=775
1346|8648|ANNA MARIA BRAUN|1.8|0.0|Healthcare |medical technology|39|Female|https://specials-images.forbesimg.com/imageserve/7c49586f49000892959270e53710d139/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=31&cropY2=775
1347|6181|JOHANNA BRAUN|1.8|0.0|Healthcare |medical technology|38|Unknown|https://specials-images.forbesimg.com/imageserve/7c49586f49000892959270e53710d139/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=31&cropY2=775
1348|1790|KARL FRIEDRICH BRAUN|1.8|0.0|Healthcare |medical technology|35|Unknown|https://specials-images.forbesimg.com/imageserve/7c49586f49000892959270e53710d139/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=31&cropY2=775
1349|8260|ANAND BURMAN|1.8|0.0|Food and Beverage |consumer goods|66|Male|https://specials-images.forbesimg.com/imageserve/7c49586f49000892959270e53710d139/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=31&cropY2=775
1350|4152|EDOUARD CARMIGNAC|1.8|0.0|Finance and Investments |asset management|70|Male|https://specials-images.forbesimg.com/imageserve/5a7decc2a7ea431690131b46/416x416.jpg?background=000000&cropX1=380&cropX2=1180&cropY1=95&cropY2=896
1351|4717|CHEN JIANHUA|1.8|0.001|Manufacturing |chemicals|47|Male|https://specials-images.forbesimg.com/imageserve/5a7c84c34bbe6f2652f500c1/416x416.jpg?background=000000&cropX1=456&cropX2=3051&cropY1=6&cropY2=2598
1352|5391|CHEUNG YAN|1.8|0.0|Manufacturing |paper manufacturing|61|Female|https://specials-images.forbesimg.com/imageserve/5a7d1825a7ea431690130e64/416x416.jpg?background=000000&cropX1=629&cropX2=3286&cropY1=11&cropY2=2667
1353|4376|CHUNG MONG-JOON|1.8|0.0|Manufacturing |shipbuilding, industrial machines|66|Male|https://specials-images.forbesimg.com/imageserve/5b15b1b9a7ea436b547f6153/416x416.jpg?background=000000&cropX1=855&cropX2=4341&cropY1=0&cropY2=3489
1354|4610|JACK COWIN|1.8|-0.001|Food and Beverage |fast food|75|Unknown|https://specials-images.forbesimg.com/imageserve/5a7a569931358e4955acc895/416x416.jpg?background=000000&cropX1=346&cropX2=2756&cropY1=5&cropY2=2414
1355|6643|CUI GENLIANG|1.8|0.0|Manufacturing |electric components|60|Male|https://specials-images.forbesimg.com/imageserve/589cf15ba7ea431f32192819/416x416.jpg?background=000000&cropX1=13&cropX2=715&cropY1=84&cropY2=787
1356|3171|KOMMER DAMEN|1.8|0.0|Manufacturing |shipbuilding|74|Male|https://specials-images.forbesimg.com/imageserve/58a241e3a7ea431f321972d9/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=356&cropY2=1100
1357|1271|DIEGO DELLA VALLE|1.8|-0.001|Fashion & Retail |shoes|64|Male|https://specials-images.forbesimg.com/imageserve/5a7f85704bbe6f2652f5331d/416x416.jpg?background=000000&cropX1=387&cropX2=2671&cropY1=107&cropY2=2393
1358|8365|DOU ZHENGGANG|1.8|0.0|Diversified |energy, chemicals|65|Male|https://specials-images.forbesimg.com/imageserve/5a7f85704bbe6f2652f5331d/416x416.jpg?background=000000&cropX1=387&cropX2=2671&cropY1=107&cropY2=2393
1359|1051|N. MURRAY EDWARDS|1.8|-1.14|Energy |oil & gas|58|Male|https://specials-images.forbesimg.com/imageserve/e0a35f9fc0e0278c2ab00cd64a7f0f75/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=309&cropY2=1052
1360|6176|GABRIEL ESCARRER|1.8|0.0|Service |hotels|83|Male|https://specials-images.forbesimg.com/imageserve/df40e1019bd1c4fc6579a741386a6cad/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=103&cropY2=847
1361|2416|CLEMENT FAYAT|1.8|0.0|Construction & Engineering |construction|86|Male|https://specials-images.forbesimg.com/imageserve/5a7deaa331358e4955ad09bf/416x416.jpg?background=000000&cropX1=48&cropX2=3744&cropY1=554&cropY2=4253
1362|3666|JAMES FRANCE|1.8|0.0|Sports |Nascar, racing|73|Male|https:http://specials-images.forbesimg.com/imageserve/57e1991931358e16c589c119/416x416.jpg?background=000000&cropX1=43&cropX2=684&cropY1=26&cropY2=667
1363|6743|SENAPATHY GOPALAKRISHNAN|1.8|0.0|Technology |software services|63|Male|https:http://specials-images.forbesimg.com/imageserve/57d890984bbe6f6781c4f0e2/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=187&cropY2=931
1364|9425|DAVID HARDING|1.8|0.0|Finance and Investments |finance|56|Male|https://specials-images.forbesimg.com/imageserve/10117f3c94f373c3e8e50d6c913134b0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=45&cropY2=789
1365|5314|STEWART HOREJSI|1.8|0.0|Finance and Investments |Berkshire Hathaway|80|Male|https://specials-images.forbesimg.com/imageserve/10117f3c94f373c3e8e50d6c913134b0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=45&cropY2=789
1366|7166|HUANG QISEN|1.8|0.001|Real Estate |real estate|53|Male|https://specials-images.forbesimg.com/imageserve/1a05b8986b646b2656b8072ac5fd5f8b/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=35&cropY2=778
1367|5231|HAMILTON JAMES|1.8|-0.001|Finance and Investments |investments|66|Male|https://specials-images.forbesimg.com/imageserve/55fb11b8e4b0ffa7afe4b44a/416x416.jpg?background=000000&cropX1=130&cropX2=681&cropY1=32&cropY2=583
1368|5085|JOHN KAPOOR|1.8|-0.177|Healthcare |healthcare|74|Male|https://specials-images.forbesimg.com/imageserve/59dd31e4a7ea436b47b3ac5b/416x416.jpg?background=000000&cropX1=560&cropX2=1413&cropY1=249&cropY2=1101
1369|2766|WILLIAM LAUDER|1.8|0.0|Fashion & Retail |Estee Lauder|58|Male|https://specials-images.forbesimg.com/imageserve/5a8eed28a7ea431690141aab/416x416.jpg?background=000000&cropX1=1469&cropX2=2378&cropY1=77&cropY2=987
1370|6341|LI ZONGSONG|1.8|-0.001|Healthcare |pharmaceuticals|51|Male|https://specials-images.forbesimg.com/imageserve/5a8eed28a7ea431690141aab/416x416.jpg?background=000000&cropX1=1469&cropX2=2378&cropY1=77&cropY2=987
1371|6132|WILLY MICHEL|1.8|-2.4290000000000003|Healthcare |medical devices|71|Unknown|https://specials-images.forbesimg.com/imageserve/58a294d64bbe6f0e5586bc76/416x416.jpg?background=000000&cropX1=68&cropX2=719&cropY1=5&cropY2=656
1372|3142|MASAHIRO NODA|1.8|0.0|Technology |software|79|Male|https://specials-images.forbesimg.com/imageserve/551ad5f8e4b0ffa93fd2677a/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=11&cropY2=751
1373|3973|GREGORIO PEREZ COMPANC|1.8|0.0|Energy |oil & gas|82|Male|https://specials-images.forbesimg.com/imageserve/68eb763310eb2f3c9e1b3bfa79b160af/416x416.jpg?background=000000&cropX1=1&cropX2=372&cropY1=3&cropY2=374
1374|4732|LINDA PRITZKER|1.8|0.0|Service |hotels, investments|64|Female|https://specials-images.forbesimg.com/imageserve/28dbf303ade0c2929ed7f04b8da8d7f4/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=0&cropY2=744
1375|5291|QIN HUI|1.8|0.0|Media & Entertainment |movie theaters|50|Male|https://specials-images.forbesimg.com/imageserve/5a8dfa0f31358e4955adffe1/416x416.jpg?background=000000&cropX1=0&cropX2=2120&cropY1=318&cropY2=2438
1376|9174|MATTHIAS REINHART|1.8|0.0|Finance and Investments |finance|58|Male|https://specials-images.forbesimg.com/imageserve/56ca031de4b062f6b59a2dd5/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=50&cropY2=791
1377|8945|BRIAN ROBERTS|1.8|0.002|Service |Comcast|58|Male|https://specials-images.forbesimg.com/imageserve/5a8ed6584bbe6f2652f63496/416x416.jpg?background=000000&cropX1=1826&cropX2=2915&cropY1=107&cropY2=1196
1378|4359|ALBERTO ROEMMERS|1.8|0.0|Healthcare |pharmaceuticals|91|Male|https://specials-images.forbesimg.com/imageserve/589cbf23a7ea431f32192336/416x416.jpg?background=000000&cropX1=11&cropX2=673&cropY1=79&cropY2=741
1379|6536|GERALD SCHWARTZ|1.8|0.0|Finance and Investments |finance|76|Male|https://specials-images.forbesimg.com/imageserve/5a7bab08a7ea43169012f229/416x416.jpg?background=000000&cropX1=6&cropX2=2804&cropY1=789&cropY2=3589
1380|3578|THAKSIN SHINAWATRA|1.8|0.0|Finance and Investments |investments|68|Male|https://specials-images.forbesimg.com/imageserve/5ad8e23531358e4112b82f21/416x416.jpg?background=000000&cropX1=199&cropX2=1687&cropY1=89&cropY2=1577
1381|9678|WILLIAM STONE|1.8|0.0|Technology |software|63|Unknown|https://specials-images.forbesimg.com/imageserve/56d0b77de4b0c144a7f65a94/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=68&cropY2=811
1382|5054|PETTER STORDALEN|1.8|0.0|Service |hotels|55|Male|https://specials-images.forbesimg.com/imageserve/5a7fdedda7ea43169013326a/416x416.jpg?background=000000&cropX1=57&cropX2=1924&cropY1=35&cropY2=1903
1383|4552|JULIA STOSCHEK|1.8|0.0|Automotive |auto parts|43|Female|https://specials-images.forbesimg.com/imageserve/5a7e1ae24bbe6f2652f52654/416x416.jpg?background=000000&cropX1=846&cropX2=4153&cropY1=0&cropY2=3305
1384|6637|MAXIMILIAN STOSCHEK|1.8|0.0|Automotive |auto parts|999|Male|https://specials-images.forbesimg.com/imageserve/58a1e04c31358e1a35ab439d/416x416.jpg?background=000000&cropX1=45&cropX2=744&cropY1=24&cropY2=723
1385|8857|SUN SHOUKUAN|1.8|0.0|Manufacturing |metals. coal|68|Male|https://specials-images.forbesimg.com/imageserve/64f4574ad7b5505ab16f5d497d87e711/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=5&cropY2=746
1386|9037|BA DUONG TRAN|1.8|0.0|Automotive |automotive|58|Male|https://specials-images.forbesimg.com/imageserve/64f4574ad7b5505ab16f5d497d87e711/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=5&cropY2=746
1387|1664|HAMDI ULUKAYA|1.8|0.0|Food and Beverage |greek yogurt|45|Male|https://specials-images.forbesimg.com/imageserve/5a814997a7ea43169013423c/416x416.jpg?background=000000&cropX1=510&cropX2=2960&cropY1=0&cropY2=2449
1388|2812|WONG LUEN HEI|1.8|0.0|Manufacturing |building materials|56|Unknown|https://specials-images.forbesimg.com/imageserve/561fbe7de4b0ffa7afe5e598/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=5&cropY2=749
1389|5095|WU YULAN|1.8|0.0|Healthcare |pharmaceuticals|48|Female|https://specials-images.forbesimg.com/imageserve/561fbe7de4b0ffa7afe5e598/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=5&cropY2=749
1390|6860|XU HANG|1.8|0.0|Healthcare |medical devices|52|Male|https://specials-images.forbesimg.com/imageserve/5a8dfac04bbe6f2652f62cb1/416x416.jpg?background=000000&cropX1=727&cropX2=3713&cropY1=0&cropY2=2984
1391|6064|YANG ERZHU|1.8|0.0|Real Estate |real estate|67|Male|https://specials-images.forbesimg.com/imageserve/5a8dfac04bbe6f2652f62cb1/416x416.jpg?background=000000&cropX1=727&cropX2=3713&cropY1=0&cropY2=2984
1392|9149|YAO KUIZHANG|1.8|0.0|Food and Beverage |beverages|53|Unknown|https://specials-images.forbesimg.com/imageserve/5a8dfac04bbe6f2652f62cb1/416x416.jpg?background=000000&cropX1=727&cropX2=3713&cropY1=0&cropY2=2984
1393|5366|SHENG JIAN ZHONG|1.8|0.0|Real Estate |real estate|60|Male|https://specials-images.forbesimg.com/imageserve/5a80f6a2a7ea431690133ee7/416x416.jpg?background=000000&cropX1=1120&cropX2=4272&cropY1=7&cropY2=3159
1394|8822|MARCEL ADAMS|1.7|0.0|Real Estate |real estate|97|Unknown|https://specials-images.forbesimg.com/imageserve/8964ef9dd183045cdef3fd2512c9ed22/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=2&cropY2=746
1395|4056|HERBERT ALLEN, JR.|1.7|0.0|Finance and Investments |investment banking|78|Male|https://specials-images.forbesimg.com/imageserve/56d0d6d0e4b0c144a7f65d76/416x416.jpg?background=000000&cropX1=34&cropX2=675&cropY1=15&cropY2=656
